MES,REGIAO_PAIS,POPULACAO,CID_TIPO,SEXO,BENEF_TIPO,STATUS_BENEFICIARIO,QTD_BENEFICIOS,TAXA_BENEFICIOS
2024-10-01,Sudeste,88617693,Circulatório,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,117,0.1320278107442946
2024-10-01,Sudeste,88617693,Circulatório,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,Circulatório,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,55,0.0620643554780872
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Feminino,Amp. Social Pessoa Portadora Deficiencia,Desempregado,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Autônomo,815,0.919680903902565
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Desempregado,486,0.548423213860916
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Doméstico,158,0.17829396664614142
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Empregado,1159,1.3078652363473287
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Facultativo,178,0.20086282318362766
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,58,0.06544968395871015
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,2,0.0022568856537486253
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Feminino,Auxílio Doenca por Acidente do Trabalho,Doméstico,4,0.0045137713074972505
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,54,0.06093591265121289
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Masculino,Aposentadoria Invalidez Previdenciária,Empregado,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Autônomo,349,0.3938265465791352
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Desempregado,381,0.4299367170391132
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Doméstico,12,0.013541313922491752
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Empregado,637,0.7188180807189373
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Facultativo,45,0.05077992720934408
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,40,0.04513771307497251
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,2,0.0022568856537486253
2024-10-01,Sudeste,88617693,Doenças do sistema nervoso,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,29,0.032724841979355074
2024-10-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Autônomo,241,0.2719547212767094
2024-10-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Desempregado,111,0.12525715378304872
2024-10-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Doméstico,64,0.07222034091995601
2024-10-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Empregado,363,0.40962474615537553
2024-10-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Facultativo,42,0.047394598728721135
2024-10-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Segurado Especial,16,0.018055085229989002
2024-10-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,2,0.0022568856537486253
2024-10-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Autônomo,187,0.2110188086254965
2024-10-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Desempregado,185,0.20876192297174787
2024-10-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Doméstico,4,0.0045137713074972505
2024-10-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Empregado,312,0.3520741619847856
2024-10-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Facultativo,16,0.018055085229989002
2024-10-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Segurado Especial,14,0.01579819957624038
2024-10-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,12,0.013541313922491752
2024-10-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Autônomo,108,0.12187182530242578
2024-10-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Desempregado,91,0.10268829724556247
2024-10-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Doméstico,35,0.03949549894060095
2024-10-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Empregado,272,0.3069364489098131
2024-10-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Facultativo,17,0.019183528056863318
2024-10-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,8,0.009027542614994501
2024-10-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,6,0.006770656961245876
2024-10-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Autônomo,134,0.15121133880115792
2024-10-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Desempregado,188,0.21214725145237082
2024-10-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Doméstico,5,0.005642214134371564
2024-10-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Empregado,496,0.5597076421296591
2024-10-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Facultativo,6,0.006770656961245876
2024-10-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,15,0.016926642403114693
2024-10-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,12,0.013541313922491752
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Aposentadoria Invalidez Previdenciária,Desempregado,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Autônomo,6338,7.152070636729394
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Desempregado,3879,4.377229725445459
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Doméstico,1282,1.446663704052869
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Empregado,7277,8.211678451164374
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Facultativo,1442,1.6272145563527591
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,3,0.003385328480622938
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,446,0.5032855007859435
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,27,0.030467956325606445
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca por Acidente do Trabalho,Doméstico,14,0.01579819957624038
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,406,0.458147787710971
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Aposentadoria Invalidez Previdenciária,Autônomo,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Autônomo,3753,4.235045929259296
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Desempregado,4163,4.697707488277764
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Doméstico,78,0.0880185404961964
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Empregado,7323,8.263586821200592
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Facultativo,280,0.3159639915248076
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,2,0.0022568856537486253
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,540,0.6093591265121289
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,27,0.030467956325606445
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca por Acidente do Trabalho,Doméstico,2,0.0022568856537486253
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,706,0.7966806357732649
2024-10-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,5,0.005642214134371564
2024-10-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Autônomo,175,0.1974774947030047
2024-10-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Desempregado,115,0.12977092509054597
2024-10-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Doméstico,48,0.05416525568996701
2024-10-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Empregado,1585,1.7885818805957856
2024-10-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Facultativo,7,0.00789909978812019
2024-10-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Segurado Especial,3,0.003385328480622938
2024-10-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Salario Maternidade,Autônomo,51,0.057550584170589954
2024-10-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Salario Maternidade,Desempregado,64,0.07222034091995601
2024-10-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Salario Maternidade,Doméstico,4,0.0045137713074972505
2024-10-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Salario Maternidade,Facultativo,8,0.009027542614994501
2024-10-01,Sudeste,88617693,"Gravidez, parto e puerpério",Masculino,Auxílio Doenca Previdenciário,Autônomo,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,"Gravidez, parto e puerpério",Masculino,Auxílio Doenca Previdenciário,Desempregado,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,"Gravidez, parto e puerpério",Masculino,Auxílio Doenca Previdenciário,Empregado,4,0.0045137713074972505
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Amp. Social Pessoa Portadora Deficiencia,Desempregado,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Amp. Social Pessoa Portadora Deficiencia,Facultativo,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Aposentadoria Invalidez Previdenciária,Autônomo,2,0.0022568856537486253
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Aposentadoria Invalidez Previdenciária,Desempregado,2,0.0022568856537486253
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Aposentadoria Invalidez Previdenciária,Empregado,2,0.0022568856537486253
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Autônomo,1732,1.95446297614631
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Desempregado,961,1.0844335566262147
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Doméstico,437,0.4931295153440747
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Empregado,3182,3.5907050751140637
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Facultativo,349,0.3938265465791352
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Segurado Especial,118,0.13315625357116892
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Auxílio Doenca por Acidente do Trabalho,Doméstico,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,2,0.0022568856537486253
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Amp. Social Pessoa Portadora Deficiencia,Desempregado,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Aposentadoria Invalidez Previdenciária,Autônomo,3,0.003385328480622938
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Aposentadoria Invalidez Previdenciária,Desempregado,4,0.0045137713074972505
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Aposentadoria Invalidez Previdenciária,Empregado,5,0.005642214134371564
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Autônomo,840,0.9478919745744228
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Desempregado,530,0.5980746982433858
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Doméstico,15,0.016926642403114693
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Empregado,1366,1.5414529015103111
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Facultativo,53,0.05980746982433858
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Segurado Especial,80,0.09027542614994502
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,2,0.0022568856537486253
2024-10-01,Sudeste,88617693,Outros,Feminino,Amp. Social Pessoa Portadora Deficiencia,Autônomo,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,Outros,Feminino,Amp. Social Pessoa Portadora Deficiencia,Desempregado,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,Outros,Feminino,Aposentadoria Invalidez Previdenciária,Desempregado,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,Outros,Feminino,Auxílio Doenca Previdenciário,Autônomo,3194,3.6042463890365553
2024-10-01,Sudeste,88617693,Outros,Feminino,Auxílio Doenca Previdenciário,Desempregado,1409,1.5899759430659066
2024-10-01,Sudeste,88617693,Outros,Feminino,Auxílio Doenca Previdenciário,Doméstico,845,0.9535341887087944
2024-10-01,Sudeste,88617693,Outros,Feminino,Auxílio Doenca Previdenciário,Empregado,6987,7.884430031370823
2024-10-01,Sudeste,88617693,Outros,Feminino,Auxílio Doenca Previdenciário,Facultativo,534,0.602588469550883
2024-10-01,Sudeste,88617693,Outros,Feminino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,Outros,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,315,0.35545949046540853
2024-10-01,Sudeste,88617693,Outros,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,6,0.006770656961245876
2024-10-01,Sudeste,88617693,Outros,Feminino,Auxílio Doenca por Acidente do Trabalho,Doméstico,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,Outros,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,81,0.09140386897681933
2024-10-01,Sudeste,88617693,Outros,Masculino,Amp. Social Pessoa Portadora Deficiencia,Autônomo,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,Outros,Masculino,Aposentadoria Invalidez Previdenciária,Desempregado,1,0.0011284428268743126
2024-10-01,Sudeste,88617693,Outros,Masculino,Auxílio Doenca Previdenciário,Autônomo,2620,2.9565202064106995
